"att_1","att_2","att_3","att_4","att_5","att_6","att_7","att_8","att_9","att_10","att_11","att_12","att_13","att_14","att_15","att_16","att_17","att_18","att_19","att_20","att_21","att_22","class"
0.039999,-0.001286,0.000142,-0.192205,0.006359,-0.000065,0.090824,-0.001057,0.000028,1,,0.782737,0.501325,,0.2,0.654497,0.203622,0.166667,0.159869,0.000653,,,-1
0.02,-0.008285,0.009752,-0.039728,0.016955,-0.001852,0.007979,-0.001208,0.000342,1,,,1,,,0.68934,0.598399,0.333333,0.294445,0.007517,,,-1
0.064285,-0.008898,0.003527,-0.262778,0.037336,-0.001373,0.104525,-0.005266,0.000501,1,,0.809707,0.507072,,0.1,0.717452,0.266127,0.142857,0.179537,0.001039,,,-1
0.092857,-0.008372,0.002153,-0.062397,0.005693,-0.000134,0.004166,-0.000133,0.000008,1,0.842776,0.834239,0.12308,0.2,0.1,0.65783,0.142476,0.111111,0.351192,0.015212,,,-1
0.047143,-0.006256,0.002362,-0.115733,0.015685,-0.000548,0.027606,-0.001324,0.00012,1,,0.806593,0.504317,,0.1,0.612165,0.247857,,0.221943,0.002426,,,-1
0.018571,-0.013318,0.026682,-0.179388,0.130411,-0.024277,0.166101,-0.042907,0.020712,1,,,0.049906,,,0.711901,0.344756,0.666667,0.115251,0.000176,,,-1
0.04143,-0.029672,0.059783,-0.103406,0.075535,-0.014127,0.025011,-0.006485,0.003142,1,0.727333,,0.100275,,,0.596273,0.242327,0.25,0.170933,0.000854,,,-1
0.035713,-0.022343,0.039341,-0.238024,0.152072,-0.024867,0.153317,-0.034787,0.014742,1,,,0.106369,0.1,,0.655064,0.384685,0.2,0.142633,0.000414,,,-1
0.024285,-0.037447,0.161904,-0.445514,0.699482,-0.280955,0.787192,-0.439071,0.457213,1,,,0.050077,,,0.746481,0.484418,0.666667,0.101815,0.000107,,,-1
0.100001,-0.021917,0.013477,-0.081027,0.018011,-0.001026,0.006458,-0.000508,0.000075,1,0.823228,,0.099928,0.1,0.1,0.64184,0.1386,0.222222,0.255601,0.004268,,,-1
0.048571,-0.043098,0.106364,-0.28631,0.256553,-0.058814,0.161548,-0.05142,0.030557,1,0.724091,,0.079942,,,0.699519,0.315246,0.2,0.159449,0.000646,,,-1
0.038571,-0.028848,0.061201,-0.260023,0.200143,-0.039437,0.17072,-0.046671,0.023836,1,0.827264,0.832742,0.135609,0.1,0.1,0.609044,0.287231,,0.145686,0.00045,,,-1
0.041429,-0.03022,0.062612,-0.326161,0.24532,-0.047212,0.25059,-0.066948,0.033398,1,,,0.222045,0.1,0.1,0.624392,0.265405,0.4,0.132699,0.00031,,,-1
0.042858,-0.039804,0.103672,-0.02499,0.023568,-0.005689,0.001486,-0.000497,0.00031,1,0.729728,,0.099052,,,0.667855,0.448265,,0.13956,0.000379,,,-1
0.024286,-0.037328,0.160861,-0.061464,0.096212,-0.038529,0.015118,-0.008409,0.008732,1,0.731568,,0.099493,0.1,,0.608356,0.571199,0.666667,0.135773,0.00034,,,-1
0.054287,-0.036275,0.068006,-0.201844,0.137361,-0.023929,0.07232,-0.017488,0.0079,1,0.818131,,0.221872,0.1,0.1,0.674135,0.256119,0.333333,0.126435,0.000256,,,-1
0.042858,-0.043793,0.124306,-0.135534,0.139655,-0.036823,0.041004,-0.015008,0.010258,1,0.823498,,0.100486,0.1,,0.718261,0.358612,0.25,0.142696,0.000415,,,-1
0.030001,-0.043837,0.179318,-0.19148,0.28441,-0.108073,0.117636,-0.062068,0.06114,1,0.822581,,0.09922,,,0.638146,0.361994,1,0.129436,0.000281,,,-1
0.034286,-0.02695,0.060204,-0.221133,0.179301,-0.0372,0.139229,-0.040094,0.021559,1,0.723111,0.739216,0.54604,,,0.628658,0.276945,,0.137666,0.000359,,,-1
0.058571,-0.034555,0.057474,-0.07413,0.044824,-0.006935,0.009265,-0.001993,0.0008,1,0.808664,,0.098613,0.1,,0.646185,0.229608,0.333333,0.181538,0.001086,,,-1
0.07857,-0.025325,0.02298,-0.118923,0.039097,-0.00329,0.017515,-0.002042,0.000445,1,0.817737,0.72862,0.098796,0.1,,0.661568,0.156893,0.111111,0.21445,0.002115,,,-1
0.052857,-0.040752,0.090274,-0.347048,0.279196,-0.057462,0.225052,-0.064325,0.034324,1,,0.836652,0.222788,0.1,0.1,0.592014,0.259181,0.333333,0.127432,0.000264,,,-1
0.077141,-0.040563,0.060062,-0.000369,0.000187,-0.000024,0.000088,-0.000017,0.000006,1,0.858223,,0.098293,0.2,,0.693382,0.163759,0.285714,0.158958,0.000638,,,-1
0.027143,-0.035698,0.133077,-0.218944,0.296351,-0.102619,0.172001,-0.082697,0.074231,1,0.819012,,0.079284,0.1,,0.586392,0.370883,,0.124478,0.00024,,,-1
0.025715,-0.042267,0.196014,-0.07398,0.124547,-0.053642,0.020706,-0.01238,0.013819,1,0.731012,,0.099025,,,0.63678,0.467344,,0.120121,0.000208,,,-1
0.049999,-0.026999,0.04106,-0.082253,0.045361,-0.006402,0.013128,-0.002569,0.000939,1,0.849762,,0.099416,0.1,,0.713309,0.244667,0.142857,0.16058,0.000665,,,-1
0.041428,-0.051457,0.181436,-0.051317,0.065636,-0.021477,0.006404,-0.002907,0.002463,1,0.770945,,0.099293,0.1,,0.664972,0.39647,0.25,0.150991,0.00052,,,-1
0.041429,-0.031914,0.06986,-0.150405,0.1195,-0.024293,0.053342,-0.015051,0.00793,1,0.849221,,0.099285,0.2,,0.552635,0.225682,,0.144078,0.000431,,,-1
0.034287,-0.060312,0.303384,-0.383394,0.700299,-0.327263,0.42107,-0.273238,0.331044,1,,,0.313898,,,0.596762,0.327519,0.5,0.103336,0.000114,,,-1
0.112854,-0.002372,0.00018,-0.051061,0.001106,-0.000008,0.002411,-0.000018,0,1,,0.855033,0.508938,,0.1,0.595148,0.101208,0.25,0.434653,0.035692,,,-1
0.037142,-0.006778,0.003606,-0.324926,0.061871,-0.003055,0.280862,-0.018982,0.002428,1,,0.733607,0.505172,,,0.60193,0.307178,0.5,0.144705,0.000438,,,-1
0.025715,-0.004723,0.002551,-0.183458,0.035128,-0.001762,0.129159,-0.008781,0.001142,1,,,0.507467,,0.1,0.582455,0.451344,0.25,0.179452,0.001037,,,-1
0.054286,-0.008384,0.003771,-0.27409,0.043966,-0.001839,0.135867,-0.007748,0.000841,1,,0.841947,0.506735,,0.2,0.60576,0.231074,0.166667,0.177869,0.001001,,,-1
0.02,-0.015931,0.036194,-0.05954,0.04906,-0.010349,0.017447,-0.005104,0.00279,1,,,0.098208,,,0.590925,0.541408,0.333333,0.182167,0.001101,,,-1
0.05,-0.019973,0.022785,-0.381067,0.157418,-0.016687,0.284066,-0.041696,0.011461,1,,0.833625,0.634665,,0.1,0.590941,0.235085,0.4,0.143161,0.00042,,,-1
0.050001,-0.013853,0.010892,-0.058609,0.016646,-0.001212,0.006747,-0.000679,0.000128,1,0.845693,,0.099534,0.1,0.1,0.622768,0.247857,0.166667,0.235866,0.003095,,,-1
0.054284,-0.013314,0.009235,-0.087969,0.022051,-0.001417,0.013891,-0.001234,0.000205,1,0.844652,0.774017,0.129797,0.3,0.1,0.641958,0.347,,0.237126,0.003162,,,-1
0.109999,-0.013358,0.004657,-0.011475,0.001368,-0.000042,0.00015,-0.000006,0,1,0.844492,,0.099034,0.2,,0.614649,0.143591,0.083333,0.254496,0.004195,,,-1
0.037142,-0.017469,0.02342,-0.273932,0.133129,-0.016589,0.197358,-0.034089,0.011018,1,,0.832221,0.223197,,,0.570843,0.306796,0.6,0.12997,0.000285,,,-1
0.184288,-0.021668,0.007193,-0.116349,0.013948,-0.000429,0.007222,-0.000307,0.000024,1,0.822864,0.841557,0.099509,0.2,0.2,0.606087,0.096585,0.153846,0.270694,0.005369,,,-1
0.181426,-0.025718,0.010379,-0.188068,0.027303,-0.001022,0.018949,-0.000976,0.000095,1,0.851989,0.848567,0.775658,0.2,0.1,0.607915,0.087713,0.230769,0.239092,0.003268,,,-1
0.040001,-0.020298,0.029403,-0.235955,0.123953,-0.016673,0.136362,-0.025438,0.008867,1,0.730804,,0.470091,,,0.545063,0.33134,0.166667,0.150288,0.00051,,,-1
0.047144,-0.051516,0.158749,-0.125445,0.1403,-0.040155,0.03249,-0.012906,0.009573,1,0.729334,,0.10028,,,0.623613,0.349066,0.25,0.148088,0.000481,,,-1
0.022858,-0.035266,0.153882,-0.128901,0.204224,-0.082773,0.070784,-0.039834,0.041849,1,0.829261,,0.098953,0.1,,0.565773,0.484418,0.333333,0.144004,0.00043,,,-1
0.040001,-0.029535,0.062196,-0.30969,0.236638,-0.046285,0.234749,-0.06371,0.032299,1,0.729194,,0.223235,,,0.610111,0.403439,0.2,0.13575,0.00034,,,-1
0.028571,-0.026393,0.069172,-0.02529,0.024022,-0.005838,0.002222,-0.000749,0.000471,1,0.778998,,0.099329,0.1,,0.564058,0.344756,0.25,0.132356,0.000307,,,-1
0.09,-0.045624,0.065186,-0.180309,0.093494,-0.012406,0.035263,-0.006494,0.002233,1,0.799941,,0.099657,0.2,,0.641681,0.204992,0.285714,0.198218,0.001544,,,-1
0.04143,-0.044234,0.133522,-0.235797,0.25833,-0.07245,0.13027,-0.050707,0.036872,1,,,1,,,0.633717,0.271764,0.2,0.123301,0.000231,,,-1
0.015715,-0.031287,0.177473,-0.281521,0.579913,-0.305611,0.49348,-0.361139,0.493419,1,,,0.999451,,,0.626962,0.341805,0.666667,0.088077,0.00006,,,-1
0.034285,-0.044871,0.166199,-0.309666,0.416474,-0.143292,0.272042,-0.129963,0.115911,1,0.729287,,0.099694,,,0.663313,0.416742,0.5,0.130594,0.000291,,,-1
0.041429,-0.061373,0.259914,-0.514114,0.790277,-0.310913,0.626141,-0.341915,0.348729,1,,,1,,,0.603513,0.328728,0.5,0.121063,0.000215,,,-1
0.032856,-0.039964,0.139178,-0.014,0.017704,-0.005729,0.000654,-0.000294,0.000247,1,,,0.098226,0.1,,0.54849,0.261527,0.25,0.120559,0.000211,,,-1
0.128574,-0.037896,0.032035,-0.03594,0.01103,-0.000867,0.001151,-0.000125,0.000026,1,0.86287,,0.097402,0.3,,0.580053,0.123929,0.2,0.215418,0.002153,,,-1
0.044287,-0.052882,0.178921,-0.097323,0.119568,-0.037579,0.021151,-0.009231,0.007521,1,0.841506,,0.099475,0.2,,0.663101,0.366138,0.5,0.166495,0.000768,,,-1
0.054285,-0.073979,0.291402,-0.679542,0.97137,-0.355455,0.843857,-0.428522,0.406529,1,,,1,,,0.573814,0.33134,0.2,0.124429,0.00024,,,-1
0.044284,-0.032591,0.068413,-0.118184,0.090008,-0.017544,0.03092,-0.008362,0.004223,1,0.846955,,0.098966,0.2,,0.60924,0.201839,0.166667,0.140889,0.000394,,,-1
0.082859,-0.04225,0.061915,-0.251867,0.134013,-0.01825,0.075604,-0.014295,0.005048,1,0.853819,0.730256,0.156149,0.2,,0.580659,0.196839,0.571429,0.125586,0.000249,,,-1
0.042857,-0.03115,0.065361,-0.220689,0.168087,-0.032755,0.112742,-0.030496,0.015402,1,0.769132,0.734124,0.189041,0.1,,0.588573,0.266198,0.166667,0.143968,0.00043,,,-1
0.042857,-0.041166,0.113203,-0.163898,0.16362,-0.04179,0.061796,-0.021911,0.014506,1,0.839087,,0.099491,,,0.564188,0.290888,0.2,0.154204,0.000565,,,-1
0.058571,-0.001565,0.00023,-0.314236,0.008198,-0.000112,0.156623,-0.001443,0.000051,1,,0.815564,0.491328,,0.1,0.709276,0.251463,0.166667,0.203545,0.001716,,,-1
0.022857,-0.002334,0.000662,-0.104975,0.010363,-0.000273,0.044305,-0.001551,0.000106,1,,0.724303,0.485226,,0.1,0.691973,0.522609,0.333333,0.196263,0.001484,,,-1
0.054287,-0.008963,0.003911,-0.095702,0.015046,-0.000609,0.015609,-0.00087,0.000091,1,,,0.473617,,,0.831881,0.380799,0.4,0.300227,0.008125,,,-1
0.08143,-0.004007,0.000575,-0.201386,0.009796,-0.00013,0.046967,-0.000805,0.000027,1,,0.863263,0.48576,,0.3,0.658727,0.223072,0.222222,0.211694,0.002008,,,-1
0.06,-0.0126,0.00698,-0.069742,0.01392,-0.000714,0.007486,-0.000529,0.00007,1,0.841496,,0.105225,0.2,,0.761609,0.321273,0.2,0.295373,0.007612,,,-1
0.190006,-0.016355,0.003834,-0.183989,0.015461,-0.000337,0.016555,-0.000495,0.000028,1,0.809411,0.827397,0.275305,0.2,0.2,0.714472,0.094393,0.3,0.258478,0.004464,,,-1
0.107144,-0.009636,0.002378,-0.18026,0.015936,-0.000364,0.028382,-0.000888,0.000052,1,0.725564,0.833281,0.487627,0.1,0.3,0.698048,0.165163,0.181818,0.229485,0.002773,,,-1
0.332849,-0.015894,0.002053,-0.054072,0.002523,-0.000031,0.000892,-0.000015,0,1,0.843395,0.790862,0.097304,0.4,0.4,0.759098,0.064241,0.235294,0.338379,0.01311,,,-1
0.047143,-0.019619,0.021593,-0.010135,0.003975,-0.000399,0.000339,-0.000047,0.000012,1,0.837303,,0.106195,0.1,,0.767012,0.315246,0.4,0.233868,0.002991,,,-1
0.045714,-0.012672,0.009468,-0.147633,0.039932,-0.002768,0.044143,-0.004235,0.00076,1,0.814793,0.798728,0.875107,0.1,,0.724195,0.243473,0.142857,0.196267,0.001484,,,-1
0.164288,-0.023129,0.008874,-0.273216,0.037931,-0.001352,0.042527,-0.002098,0.000194,1,0.817278,0.830219,0.352087,0.2,0.3,0.75037,0.122872,,0.200479,0.001615,,,-1
0.039999,-0.028219,0.054782,-0.302505,0.213153,-0.038432,0.216281,-0.054124,0.025293,1,,0.728013,0.470775,,0.1,0.711792,0.307178,,0.139367,0.000377,,,-1
0.078574,-0.041844,0.060103,-0.00434,0.00222,-0.00029,0.000341,-0.000063,0.000022,1,0.85504,,0.103498,0.2,,0.625723,0.261305,0.166667,0.219578,0.002325,,,-1
0.075715,-0.031938,0.036494,-0.202399,0.083922,-0.008907,0.050422,-0.007426,0.002043,1,0.786841,0.83099,0.249921,0.1,0.1,0.685088,0.198885,0.285714,0.169407,0.000824,,,-1
0.02,-0.037206,0.19036,-0.309618,0.575319,-0.273457,0.453025,-0.299047,0.368501,1,,,1,,,0.608509,0.484418,0.333333,0.11553,0.000178,,,-1
0.081427,-0.029974,0.030109,-0.001788,0.000605,-0.000052,0.00019,-0.000025,0.000006,1,0.832185,,0.102367,0.1,,0.64502,0.179306,,0.228218,0.002713,0.230769,,-1
0.037143,-0.037016,0.100386,-0.086701,0.085322,-0.021482,0.019039,-0.006652,0.004339,1,0.839227,,0.102049,,,0.705278,0.368656,0.2,0.155732,0.000588,,,-1
0.03,-0.047449,0.204398,-0.04765,0.074494,-0.029799,0.007167,-0.003979,0.004124,1,,,0.101783,0.1,,0.639885,0.498854,0.25,0.119664,0.000205,,,-1
0.087141,-0.043867,0.060122,-0.171972,0.085533,-0.010891,0.031821,-0.005623,0.001856,1,0.798086,,0.10219,0.1,,0.727043,0.1994,0.285714,0.160884,0.00067,,,-1
0.024285,-0.071057,0.55868,-0.223284,0.637409,-0.465572,0.189505,-0.192183,0.363912,1,,,1,,,0.868654,0.475099,0.666667,0.099473,0.000098,,,-1
0.035715,-0.043337,0.145234,-0.319187,0.388405,-0.120918,0.270679,-0.117007,0.094432,1,0.826747,,0.079881,0.1,,0.663762,0.363029,0.25,0.121497,0.000218,,,-1
0.025714,-0.048812,0.256165,-0.438989,0.836584,-0.40785,0.711672,-0.481783,0.608895,1,,,0.989391,,,0.700019,0.541408,0.333333,0.104645,0.00012,,,-1
0.058571,-0.057997,0.155437,-0.28746,0.279546,-0.069599,0.131099,-0.045289,0.029231,1,0.729381,,0.080743,0.1,,0.789015,0.403878,0.333333,0.132302,0.000306,,,-1
0.025715,-0.051299,0.279262,-0.325229,0.642887,-0.325116,0.385557,-0.270739,0.35494,1,,,1,,,0.726492,0.512913,0.333333,0.109081,0.000142,,,-1
0.050001,-0.026168,0.03768,-0.074856,0.03905,-0.005215,0.010627,-0.001966,0.00068,1,0.839441,,0.102331,0.2,,0.624547,0.239217,,0.169789,0.000831,,,-1
0.037143,-0.05505,0.222057,-0.032,0.046897,-0.017583,0.00271,-0.001411,0.001372,1,0.825026,,0.101202,0.1,,0.736441,0.373554,0.5,0.126469,0.000256,,,-1
0.084287,-0.059401,0.113896,-0.081775,0.056817,-0.010116,0.007469,-0.001843,0.00085,1,0.726887,,0.101592,0.1,,0.791046,0.266407,0.285714,0.134487,0.000327,,,-1
0.094283,-0.05549,0.089702,-0.101802,0.059716,-0.008964,0.01051,-0.002189,0.000852,1,0.835178,,0.101969,0.2,,0.70009,0.21026,0.285714,0.163114,0.000708,,,-1
0.044285,-0.045686,0.128233,-0.151732,0.154606,-0.0403,0.04883,-0.017669,0.011936,1,0.794154,,0.102002,0.2,,0.667706,0.326117,,0.165438,0.000749,,,-1
0.022857,-0.042241,0.216775,-0.306725,0.57167,-0.272553,0.392775,-0.260071,0.321465,1,,,0.070739,,,0.55891,0.462442,0.5,0.113504,0.000166,,,-1
0.01,-0.000483,0.000077,-0.197964,0.009931,-0.000147,0.385417,-0.006865,0.000263,1,,,1,,,0.61319,0.696198,0.666667,0.08818,0.00006,,,-1
0.032858,-0.00274,0.000708,-0.189633,0.016586,-0.000399,0.108411,-0.003375,0.000211,1,,0.823015,0.507513,,0.1,0.561626,0.242407,0.4,0.176837,0.000978,,,-1
0.121429,-0.003069,0.000255,-0.05253,0.001347,-0.00001,0.002318,-0.00002,0,1,0.828737,0.835547,0.553993,0.1,0.3,0.697226,0.106225,0.181818,0.431663,0.03472,,,-1
0.032857,-0.021817,0.041584,-0.207396,0.143149,-0.025344,0.128818,-0.031583,0.014495,1,,,1,,,0.648453,0.382018,0.666667,0.177178,0.000985,,,-1
0.057143,-0.009914,0.004892,-0.21281,0.037823,-0.001731,0.076964,-0.004852,0.000575,1,,0.84364,0.505103,,0.3,0.665129,0.240163,,0.186081,0.001199,,,-1
0.054284,-0.022136,0.025755,-0.158648,0.066973,-0.007238,0.045603,-0.006838,0.001916,1,0.835363,,0.994431,0.2,,0.637991,0.35772,0.4,0.193484,0.001401,,,-1
0.022857,-0.022428,0.062096,-0.304409,0.305982,-0.078691,0.392953,-0.140301,0.093531,1,,,1,,,0.627473,0.534071,0.333333,0.11875,0.000199,,,-1
0.054285,-0.012436,0.008289,-0.019493,0.004651,-0.000284,0.000789,-0.000066,0.00001,1,0.82893,,0.097934,0.1,,0.617033,0.259181,0.142857,0.270576,0.00536,,,-1
0.044285,-0.017414,0.019561,-0.282478,0.115071,-0.012003,0.17669,-0.025559,0.006909,1,,0.84233,0.282749,,0.3,0.588322,0.21481,0.166667,0.142321,0.00041,,,-1
0.028571,-0.029262,0.084803,-0.25482,0.268081,-0.07216,0.220988,-0.082575,0.057612,1,,,0.992066,,,0.640073,0.458149,0.333333,0.140513,0.00039,,,-1
0.079999,-0.027479,0.027792,-0.001781,0.000644,-0.00006,0.000286,-0.000037,0.000009,1,0.818986,,0.096651,0.1,,0.596733,0.143117,0.125,0.25816,0.004442,,,-1
0.058572,-0.023286,0.026454,-0.219699,0.09044,-0.009542,0.08077,-0.011808,0.003228,1,0.833226,0.85126,0.323579,0.1,0.2,0.638634,0.212712,0.142857,0.169171,0.000819,,,-1
0.025715,-0.029694,0.097671,-0.1441,0.172127,-0.052607,0.079052,-0.033552,0.026591,1,0.730731,,0.099316,,,0.652269,0.414516,1,0.116076,0.000182,,,-1
0.031428,-0.024247,0.053125,-0.176319,0.140143,-0.028514,0.096489,-0.027234,0.014359,1,0.818237,,0.223647,0.1,0.1,0.655704,0.34367,,0.156827,0.000605,,,-1
0.038572,-0.034947,0.09152,-0.096214,0.091414,-0.022226,0.023919,-0.008068,0.005082,1,0.831821,,0.098595,0.1,,0.603152,0.34367,0.25,0.153963,0.000562,,,-1
0.050002,-0.019085,0.020948,-0.174597,0.069407,-0.007071,0.060127,-0.008484,0.002239,1,0.849527,0.843169,0.683071,0.1,0.1,0.5799,0.203889,0.125,0.179991,0.00105,,,-1
0.087145,-0.016449,0.008963,-0.082239,0.016162,-0.000815,0.007706,-0.000536,0.00007,1,0.850657,0.830432,0.130818,0.1,0.1,0.57773,0.156466,0.090909,0.235492,0.003075,,,-1
0.054285,-0.031435,0.052151,-0.207785,0.125098,-0.019272,0.078362,-0.016753,0.006688,1,0.788744,0.839638,0.249508,0.1,0.2,0.578596,0.293736,0.166667,0.163343,0.000712,,,-1
0.032856,-0.044639,0.176599,-0.105556,0.151592,-0.0557,0.034032,-0.017358,0.016531,1,0.732647,,0.096842,0.1,,0.571705,0.414516,0.333333,0.134034,0.000323,,,-1
0.034286,-0.040654,0.139152,-0.123364,0.153277,-0.048724,0.044137,-0.019476,0.016045,1,0.835963,,0.097665,0.1,,0.597904,0.442336,0.25,0.144514,0.000436,,,-1
0.042858,-0.037953,0.099578,-0.008555,0.008181,-0.002002,0.000392,-0.000133,0.000084,1,0.843999,,0.096979,,,0.611417,0.33134,0.4,0.175685,0.000953,,,-1
0.091429,-0.024804,0.01946,-0.092696,0.026315,-0.001914,0.009361,-0.000942,0.000177,1,0.862341,0.778835,0.088847,0.2,0.1,0.629854,0.163454,0.2,0.196552,0.001492,,,-1
0.031428,-0.041867,0.161169,-0.147452,0.206031,-0.07367,0.068691,-0.034092,0.031598,1,,,0.069445,0.1,,0.606625,0.353197,0.25,0.122859,0.000228,,,-1
0.024286,-0.061366,0.457668,-0.073213,0.198228,-0.137329,0.022452,-0.021594,0.038779,1,,,1,,,0.597556,0.484418,0.666667,0.097441,0.00009,,,-1
0.061429,-0.035935,0.06044,-0.173539,0.106048,-0.016579,0.048654,-0.010568,0.004286,1,0.804866,,0.097932,0.1,,0.66358,0.172378,0.125,0.169516,0.000826,,,-1
0.025715,-0.040253,0.18481,-0.070791,0.117986,-0.050308,0.019709,-0.011667,0.012893,1,0.740923,,0.096576,0.1,,0.697517,0.427589,0.666667,0.120701,0.000212,,,-1
0.091428,-0.021208,0.01425,-0.161505,0.039291,-0.002449,0.028382,-0.002449,0.000395,1,0.82227,0.818319,0.625617,0.3,0.2,0.580854,0.151689,0.1,0.198616,0.001556,,,-1
0.018572,-0.040509,0.256027,-0.333072,0.764543,-0.448908,0.594725,-0.48497,0.738227,1,,,1,,,0.57448,0.441381,,0.10707,0.000131,,,-1
0.025714,-0.045129,0.230624,-0.101441,0.188268,-0.089378,0.040412,-0.026644,0.032791,1,,,1,,,0.589097,0.413708,0.25,0.159719,0.000651,,,-1
0.024286,-0.02871,0.09834,-0.14291,0.177756,-0.056559,0.083734,-0.036997,0.030517,1,0.77343,,0.097146,0.1,,0.600902,0.320571,0.2,0.117218,0.000189,,,-1
0.031428,-0.001551,0.00022,-0.341157,0.016432,-0.000216,0.34296,-0.005854,0.000199,1,,,1,,,0.744774,0.462442,0.25,0.099437,0.000098,,,-1
0.057142,-0.001533,0.000137,-0.030413,0.000773,-0.000006,0.001586,-0.000014,0,1,,0.859293,0.491073,,0.2,0.866401,0.233672,0.142857,0.454122,0.042529,,,-1
0.091428,-0.005554,0.000952,-0.276476,0.01637,-0.00026,0.077495,-0.001622,0.000066,1,,0.803685,0.483563,,0.1,0.745278,0.154663,0.111111,0.195465,0.00146,,,-1
0.035715,-0.009936,0.007325,-0.042056,0.011224,-0.000768,0.004647,-0.00044,0.000078,1,0.811724,,0.103687,0.2,,0.880038,0.224266,0.166667,0.281324,0.006264,,,-1
0.031429,-0.014153,0.016799,-0.258272,0.111144,-0.012251,0.192034,-0.029345,0.008382,1,,,0.469903,,,0.769289,0.546364,0.25,0.143145,0.00042,,,-1
0.067142,-0.01427,0.008031,-0.055906,0.011449,-0.000602,0.00431,-0.000315,0.000043,1,0.844726,,0.103098,0.2,,0.856795,0.240163,0.285714,0.216395,0.002193,,,-1
0.027143,-0.023443,0.054012,-0.410436,0.343078,-0.073427,0.568181,-0.168708,0.093601,1,,,0.483541,,,0.75522,0.626894,0.333333,0.120245,0.000209,,,-1
0.044286,-0.019081,0.021649,-0.060753,0.024935,-0.00262,0.007663,-0.001114,0.000303,1,0.828416,,0.10701,0.2,,0.765764,0.293505,0.166667,0.230734,0.002834,,,-1
0.038572,-0.020274,0.027562,-0.151584,0.074703,-0.009428,0.052911,-0.009257,0.003026,1,0.763579,,0.184763,0.1,,0.809817,0.379214,0.2,0.174281,0.000923,,,-1
0.057143,-0.020704,0.019833,-0.190222,0.066014,-0.005869,0.057486,-0.00708,0.00163,1,0.809113,0.777935,0.105358,0.1,0.2,0.730286,0.22069,,0.185933,0.001195,,,-1
0.027144,-0.034662,0.118298,-0.492277,0.609525,-0.193247,0.818741,-0.360116,0.295978,1,,,1,,,0.699505,0.334608,,0.125158,0.000245,,,-1
0.018571,-0.034731,0.169347,-0.365923,0.64798,-0.293521,0.645886,-0.406321,0.477169,1,,,1,,,0.834078,0.484418,0.333333,0.106584,0.000129,,,-1
0.027144,-0.033816,0.112328,-0.044829,0.05402,-0.016653,0.006987,-0.002988,0.002386,1,0.827643,,0.103237,0.2,,0.818065,0.498854,0.333333,0.169494,0.000825,,,-1
0.029999,-0.027159,0.064741,-0.196088,0.169649,-0.037558,0.115928,-0.03562,0.020438,1,0.762033,,0.104363,,,0.768956,0.390375,0.25,0.140833,0.000393,,,-1
0.072856,-0.032946,0.039241,-0.164149,0.070874,-0.007834,0.033541,-0.005139,0.001471,1,0.801014,0.716816,0.103363,0.2,0.1,0.762393,0.168069,0.142857,0.18849,0.001262,,,-1
0.060002,-0.043813,0.083824,-0.32659,0.226852,-0.040316,0.160174,-0.039521,0.018207,1,0.824523,,0.050761,0.1,,0.882058,0.269119,0.333333,0.150838,0.000518,,,-1
0.055715,-0.022305,0.023493,-0.112324,0.042905,-0.004194,0.020566,-0.002788,0.000706,1,0.835083,,0.104575,0.1,0.1,0.852629,0.185982,0.111111,0.200333,0.001611,,,-1
0.058573,-0.022235,0.02279,-0.192589,0.07151,-0.006803,0.058667,-0.007732,0.001905,1,0.832907,0.850001,0.404485,0.1,0.1,0.697724,0.199105,,0.180242,0.001055,,,-1
0.022858,-0.028101,0.09206,-0.23504,0.27942,-0.085031,0.221043,-0.093344,0.073634,1,,,0.106447,,,0.757517,0.316018,0.25,0.127788,0.000267,,,-1
0.032858,-0.051128,0.213957,-0.493452,0.74992,-0.291555,0.684628,-0.369639,0.37258,1,,,0.492544,,,0.811387,0.328728,0.666667,0.100567,0.000102,,,-1
0.031429,-0.048365,0.196049,-0.251729,0.370582,-0.139556,0.182683,-0.095543,0.093281,1,,,1,,,0.851696,0.28768,0.25,0.136034,0.000342,,,-1
0.04,-0.042394,0.118182,-0.277705,0.280987,-0.072756,0.174181,-0.062597,0.042012,1,0.819881,,0.470974,,,0.833888,0.339985,0.2,0.135114,0.000333,,,-1
0.039999,-0.034257,0.076977,-0.111568,0.090961,-0.018976,0.028101,-0.008134,0.004396,1,0.84586,,0.103628,0.2,,0.907591,0.363029,0.2,0.149145,0.000495,,,-1
0.051429,-0.025995,0.035072,-0.096575,0.04719,-0.005906,0.016638,-0.002884,0.000934,1,0.826758,0.709191,0.161242,0.1,,0.732977,0.210686,,0.173968,0.000916,,,-1
0.022857,-0.047395,0.267179,-0.066181,0.135417,-0.070887,0.017979,-0.013063,0.01772,1,,,0.101508,0.1,,0.688354,0.403834,0.333333,0.114062,0.000169,,,-1
0.03,-0.035105,0.110992,-0.078177,0.0897,-0.026334,0.018941,-0.007717,0.00587,1,0.816547,,0.102367,0.1,,0.666806,0.361994,0.2,0.122801,0.000227,,,-1
0.025714,-0.06267,0.406795,-0.310512,0.731928,-0.441357,0.343124,-0.28732,0.449156,1,,,0.104636,,,0.755302,0.591768,0.333333,0.10974,0.000145,,,-1
